Dokument ID,Nachname,Vorname,Pseudonym,Gender,Titel,Untertitel_im_Text,Untertitel_im_Inhaltsverzeichnis,Jahr_ED,entstanden,Gattungslabel_ED,Gattungslabel_ED_normalisiert,Medium_ED,Medientyp_ED,Hg.,Kanon_Status,Nummer im Heft,seriell,Seiten,Medium_Zweitdruck,Jahr_Zweitdruck,Label_Zweitdruck,Medium_Drittdruck,Jahr_Drittdruck,Label_Drittdruck,in_Deutscher_Novellenschatz,in_Pantheon,in_RUB_Sammlung,in_B-v-Wiese,Verantwortlich_Erfassung,source_repository,Herkunft_Prätext_lt_Paratext,Wahrheitsbeglaubigung_lt_Paratext,Bearbeitungsqualität,spätere_Fassung_von,UrhGeschBis,falls_Episode_als_Ganztext_erfasst,
00750-22,Hillern,Wilhelmine von,,f,Aus eigener Kraft,Von W. v. Hillern geb. Birch. (Fortsetzung.),,1870,,0PE,0E,Die Gartenlaube.,Familienblatt,Ernst Keil,0,,TRUE,679-683,Aus eigener Kraft. Roman in 2 Bänden,1873,R,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00750-23,Hillern,Wilhelmine von,,f,Aus eigener Kraft,Von W. v. Hillern geb. Birch. (Fortsetzung.),,1870,,0PE,0E,Die Gartenlaube.,Familienblatt,Ernst Keil,0,,TRUE,701-703,Aus eigener Kraft. Roman in 2 Bänden,1873,R,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00750-24,Hillern,Wilhelmine von,,f,Aus eigener Kraft,Von W. v. Hillern geb. Birch. (Fortsetzung.),,1870,,0PE,0E,Die Gartenlaube.,Familienblatt,Ernst Keil,0,,TRUE,709-712,Aus eigener Kraft. Roman in 2 Bänden,1873,R,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00750-25,Hillern,Wilhelmine von,,f,Aus eigener Kraft,Von W. v. Hillern geb. Birch. (Fortsetzung.),,1870,,0PE,0E,Die Gartenlaube.,Familienblatt,Ernst Keil,0,,TRUE,725-728,Aus eigener Kraft. Roman in 2 Bänden,1873,R,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00750-26,Hillern,Wilhelmine von,,f,Aus eigener Kraft,Von W. v. Hillern geb. Birch. (Fortsetzung.),,1870,,0PE,0E,Die Gartenlaube.,Familienblatt,Ernst Keil,0,,TRUE,754-756,Aus eigener Kraft. Roman in 2 Bänden,1873,R,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00750-27,Hillern,Wilhelmine von,,f,Aus eigener Kraft,Von W. v. Hillern geb. Birch. (Fortsetzung.),,1870,,0PE,0E,Die Gartenlaube.,Familienblatt,Ernst Keil,0,,TRUE,771-772,Aus eigener Kraft. Roman in 2 Bänden,1873,R,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00750-28,Hillern,Wilhelmine von,,f,Aus eigener Kraft,Von W. v. Hillern geb. Birch. (Fortsetzung.),,1870,,0PE,0E,Die Gartenlaube.,Familienblatt,Ernst Keil,0,,TRUE,782-784,Aus eigener Kraft. Roman in 2 Bänden,1873,R,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00750-29,Hillern,Wilhelmine von,,f,Aus eigener Kraft,Von W. v. Hillern geb. Birch. (Fortsetzung.),,1870,,0PE,0E,Die Gartenlaube.,Familienblatt,Ernst Keil,0,,TRUE,806-810,Aus eigener Kraft. Roman in 2 Bänden,1873,R,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00750-30,Hillern,Wilhelmine von,,f,Aus eigener Kraft,Von W. v. Hillern geb. Birch. (Fortsetzung.),,1870,,0PE,0E,Die Gartenlaube.,Familienblatt,Ernst Keil,0,,TRUE,827-831,Aus eigener Kraft. Roman in 2 Bänden,1873,R,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00750-31,Hillern,Wilhelmine von,,f,Aus eigener Kraft,Von W. v. Hillern geb. Birch. (Fortsetzung.),,1870,,0PE,0E,Die Gartenlaube.,Familienblatt,Ernst Keil,0,,TRUE,846-850,Aus eigener Kraft. Roman in 2 Bänden,1873,R,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00750-32,Hillern,Wilhelmine von,,f,Aus eigener Kraft,Von W. v. Hillern geb. Birch. (Fortsetzung.),,1870,,0PE,0E,Die Gartenlaube.,Familienblatt,Ernst Keil,0,,TRUE,853-856,Aus eigener Kraft. Roman in 2 Bänden,1873,R,,,,FALSE,FALSE,,,Theresa Valta,,,,normalisiert,,,,
00750-33,Hillern,Wilhelmine von,,f,Aus eigener Kraft,Von W. v. Hillern geb. Birch. (Schluß.),,1870,,0PE,0E,Die Gartenlaube.,Familienblatt,Ernst Keil,0,,TRUE,869-872,Aus eigener Kraft. Roman in 2 Bänden,1873,R,,,,FALSE,FALSE,,,,,,,,,,,
00751-00,Langbein,August Ernst Friedrich, ,m,Der entwendete Ring,,,1815,,E,E,Beckers Taschenbuch zum geselligen Vergnügen auf das Jahr 1816,Taschenbuch,Friedrich Kind,2,,FALSE,61-110,A. F. E. Langbein's prosaische Werke. Verbesserte und vermehrte Original-Ausgabe. Zweiter Theil. Enthält: Mährchen und Erzählungen,1836,,,,,FALSE,FALSE,,,Martin Ruhl,,,,,,,,
00752-00,Brachmann,Louise,,f,Die Künstlerin,,,1815,,E,E,Beckers Taschenbuch zum geselligen Vergnügen auf das Jahr 1816,Taschenbuch,Friedrich Kind,2,,FALSE,S. 1-30,Auserlesene Dichtungen von Louise Brachmann. Fünfter Band ,1826,,,,,FALSE,FALSE,,,Martin Ruhl,,,,,,,,
00753-00,Kähler,Ludwig August,,m,Der neue Blaubart,,,1815,,E,E,Beckers Taschenbuch zum geselligen Vergnügen auf das Jahr 1816,Taschenbuch,Friedrich Kind,1,,FALSE,133-192,,,,,,,FALSE,FALSE,,,Martin Ruhl,,,,,,,,
00754-00,Prätzel ,Karl Gottlieb,,m,Der schwarze Hahn,Ein Zaubermärchen,[unter der Rubrik Erzählungen],1815,,M,M,Beckers Taschenbuch zum geselligen Vergnügen auf das Jahr 1816,Taschenbuch,Friedrich Kind,2,,FALSE,293-334,Erzählungen von K. G. Prätzel. Viertes Bändchen,1827,,Ausgewählte Unterhaltungen von K. G. Prätzel. Eilfter Band,1827,,FALSE,FALSE,,,Martin Ruhl,,,,,,,,
00755-00,Schulze,Friedrich August,Friedrich Laun,m,Ralfs Hochzeitnacht,,,1815,,E,E,Beckers Taschenbuch zum geselligen Vergnügen auf das Jahr 1816,Taschenbuch,Friedrich Kind,2,,FALSE,363-382,"Friedrich Laun's gesammelte Schriften. Neu durchgesehen, verbessert und mit Prolog von Ludwig Tieck. Fünfter Band",1843,,,,,FALSE,FALSE,,,Martin Ruhl,,,,,,,,
00756-00,Kind,Friedrich,,m,Blicke in die Dämmerung,,,1815,,E,E,Beckers Taschenbuch zum geselligen Vergnügen auf das Jahr 1816,Taschenbuch,Friedrich Kind,1,,FALSE,225-258,,,,,,,FALSE,FALSE,,,Martin Ruhl,,,,,,,,
00757-00,Kind,Friedrich,,m,Die Mosel-Schar,Scenen aus den letzte Jahren des dreißigjährigen Kriegs,Scenen aus den letzte Jahren des dreißigjährigen Kriegs,1824,,E,E,Beckers Taschenbuch zum geselligen Vergnügen auf das Jahr 1825,Taschenbuch,Friedrich Kind,1,,FALSE,34-153,,,,,,,FALSE,FALSE,,,Martin Ruhl,,,True?,,,,,
00758-00,Stricker,Karoline,St. Nelly,f,Die rothe Schleife,Nach einer wahren Begebenheit,Nach einer wahren Begebenheit,1824,,E,E,Beckers Taschenbuch zum geselligen Vergnügen auf das Jahr 1825,Taschenbuch,Friedrich Kind,1,,FALSE,273-307,,,,,,,FALSE,FALSE,,,Martin Ruhl,,,TRUE, ,,,,
00759-00,Häring,Georg Wilhelm Heinrich,Willibald Alexis,m,Das Elfenkind,Mährchen,Mährchen [unter der Rubrik Erzählungen],1824,,M,M,Beckers Taschenbuch zum geselligen Vergnügen auf das Jahr 1825,Taschenbuch,Friedrich Kind,1,,FALSE,334-358,,,,,,,FALSE,FALSE,,,Martin Ruhl,,,,,,,,
00760-00,Lohmann,Emilie Friederike,,f,Graf Lauzun,,Erzählung von Friederike Lohmann,1826,,E,E,Beckers Taschenbuch zum geselligen Vergnügen auf das Jahr 1827,Taschenbuch,Friedrich Kind,2,,FALSE,17-120,"Neueste gesammelte Erzählungen, von Friederike Lohmann. Fünfter Band ",1828,,Sämmtliche Erzählungen von Friederike Lohmann. Siebenter Band ,1844,,FALSE,FALSE,,,Martin Ruhl,,,,,,,,
00761-00,Schulze,Friedrich August,Friedrich Laun,m,Die Gräfin von Salisbury,,Novelle von Fr. Laun,1826,,N,N,Beckers Taschenbuch zum geselligen Vergnügen auf das Jahr 1827,Taschenbuch,Friedrich Kind,1,,FALSE,158-211,,,,,,,FALSE,FALSE,,,Martin Ruhl,,,,,,,,
00762-00,Kind,Friedrich,,m,Das Lieder-Büchlein,,Erzählung aus dem sechzehnten Jahrhundert. Vom Herausgeber,1826,,E,E,Beckers Taschenbuch zum geselligen Vergnügen auf das Jahr 1827,Taschenbuch,Friedrich Kind,1,,FALSE,253-308,,,,,,,FALSE,FALSE,,,Martin Ruhl,,,,,,,,
00763-00,,,Junia,unbekannt,Rösleins Leben,,Erzählung von Junia,1826,,E,E,Beckers Taschenbuch zum geselligen Vergnügen auf das Jahr 1827,Taschenbuch,Friedrich Kind,0,,FALSE,386-404,,,,,,,FALSE,FALSE,,,Martin Ruhl,,,,,,,,
00764-00,Lohmann,Emilie Friederike,,f,Der Gefangene,Erzählung von Friederike Lohmann ,Erzählung von Friederike Lohmann,1828,,E,E,Beckers Taschenbuch zum geselligen Vergnügen auf das Jahr 1829,Taschenbuch,,2,,FALSE,S. 3-82,Sämmtliche Erzählungen von Friederike Lohmann. Fünfter Band,1844,,,,,FALSE,FALSE,,,Martin Ruhl,,,,,,,,
00765-00,Jacob,Therese Albertine Luise von,Talvj,f,Der Lauf der Welt,Erzählung von Talvj,Erzählung von Talvj,1828,,E,E,Beckers Taschenbuch zum geselligen Vergnügen auf das Jahr 1829,Taschenbuch,,2,,FALSE,96-166,Gesammelte Novellen von Talvj. Nebst einer Auswahl bisher ungedruckter Gedichte und einer biographischen Einleitung. Zweiter Theil,1874,,,,,FALSE,FALSE,,,Martin Ruhl,,,,,,,,
00766-00,Döring,Georg,,m,Das Auge von Wangerland,Novelle von Georg Döring,Novelle von Georg Döring,1828,,N,N,Beckers Taschenbuch zum geselligen Vergnügen auf das Jahr 1829,Taschenbuch,,0,,FALSE,176-277,,,,,,,FALSE,FALSE,,,Martin Ruhl,,,,,,,,
00767-00,Jacob,Therese Albertine Luise von,Talvj,f,Zwei serbische Volkssagen,übersetzt von Talvj,übersetzt von Talvj,1828,,V+Sage,V,Beckers Taschenbuch zum geselligen Vergnügen auf das Jahr 1829,Taschenbuch,,1,,FALSE,278-285,,,,,,,FALSE,FALSE,,,Martin Ruhl,,serbisch, ,,,,,
00768-00,Wachsmann,Karl Adolf von,,m,Gustav Adolph's Tod,Eine Erzählung von C. v. Wachsmann,Eine Erzählung von C. v. Wachsmann,1828,,E,E,Beckers Taschenbuch zum geselligen Vergnügen auf das Jahr 1829,Taschenbuch,,2,,FALSE,286-364,Erzählungen und Novellen von C. von Wachsmann. Zweites Bändchen,1830,,,,,FALSE,FALSE,,,Martin Ruhl,,,,,,,,
00769-00,Mann,Thomas,,m,Der Tod in Venedig,Novelle,Novelle,1912,,N,N,,Buch,,3,,FALSE,,Neue Deutsche Rundschau ,1912,Novelle,Buch,1913,Novelle,FALSE,FALSE,,,Julian Schröter,Gutenberg,,,normalisiert,,2026,,
00770-00,Mann,Thomas,,m,Tonio Kröger,,,1903,,0E,0E,Neue Deutsche Rundschau,Rundschau,,3,,FALSE,113–151,Buch,1913,,,,,FALSE,FALSE,,,Julian Schröter,Gutenberg,,,normalisiert,,2026,,
00771-00,Mann,Thomas,,m,Tristan,Novelle,Novelle,1903,,N,N,"Tristan: 6 Novellen, Berlin",Buch,S. Fischer,2,,FALSE,,,,,,,,FALSE,FALSE,,,Julian Schröter,Gutenberg,,,normalisiert,,2026,,
00772-00,Mann,Thomas,,m,Der kleine Herr Friedemann,Novelle,Novelle,1898,,N,N,"Der kleine Herr Friedemann, Berlin, S. Fischer",Buch,S. Fischer,2,,FALSE,3-55,,,,,,,FALSE,FALSE,,,Julian Schröter,Gutenberg,,,normalisiert,,2026,,
00773-00,Mann,Thomas,,m,Der Bajazzo,Novelle,Novelle,1898,,N,N,"Der kleine Herr Friedemann, Berlin, S. Fischer",Buch,S. Fischer,2,,FALSE,117-181,,,,,,,FALSE,FALSE,,,Julian Schröter,Gutenberg,,,normalisiert,,2026,,
00774-00,Mann,Thomas,,m,Tobias Mindernickel,Novelle,Novelle,1898,,N,N,"Der kleine Herr Friedemann, Berlin, S. Fischer",Buch,S. Fischer,2,,FALSE,181,,,,,,,FALSE,FALSE,,,Julian Schröter,Gutenberg,,,normalisiert,,2026,,
00775-00,Mann,Thomas,,m,Der Wille zum Glück,Novelle,Novelle,1898,,N,N,"Der kleine Herr Friedemann, Berlin, S. Fischer",Buch,S. Fischer,2,,FALSE,69-102,,,,,,,FALSE,FALSE,,,Julian Schröter,Gutenberg,,,normalisiert,,2026,,
00776-00,Mann,Thomas,,m,Enttäuschung,Novelle,Novelle,1898,,N,N,"Der kleine Herr Friedemann, Berlin, S. Fischer",Buch,S. Fischer,2,,FALSE,103-116,,,,,,,FALSE,FALSE,,,Julian Schröter,Gutenberg,,,normalisiert,,2026,,
00777-00,Mann,Thomas,,m,Der Tod,Novelle,Novelle,1898,,N,N,"Der kleine Herr Friedemann, Berlin, S. Fischer",Buch,S. Fischer,2,,FALSE,55-68,,,,,,,FALSE,FALSE,,,Julian Schröter,Gutenberg,,,normalisiert,,2026,,
00778-00,Mann,Thomas,,m,Gladius Dei,Novelle,Novelle,1903,,N,N,"Tristan: 6 Novellen, Berlin",Buch,S. Fischer,2,,FALSE,,,,,,,,FALSE,FALSE,,,Julian Schröter,Gutenberg,,,normalisiert,,2026,,
00779-00,Ingemann,Bernhard Severin,,m,Das Gespenst,Eine Erzählung,Erzählung,1860,,E,E,"Unterhaltungen am hÃ¤uslichen Herd, Bd. 5 / H. 1",Familienblatt,Gutzkow,0,0,TRUE,S. 4-8,,,,,,,FALSE,,,,Johannes Leitgeb,,,,normalisiert,,,,
00779-01,Ingemann,Bernhard Severin,,m,Das Gespenst,Eine Erzählung,Erzählung,1860,,E,E,"Unterhaltungen am hÃ¤uslichen Herd, Bd. 5 / H. 1",Familienblatt,Gutzkow,0,0,TRUE,S. 4-8,,,,,,,FALSE,,,,Johannes Leitgeb,,,,normalisiert,,,,
00779-02,Ingemann,Bernhard Severin,,m,Das Gespenst,Eine Erzählung,Erzählung,1860,,E,E,"Unterhaltungen am hÃ¤uslichen Herd, Bd. 5 / H. 2",Familienblatt,Gutzkow,0,1,TRUE,17-25,,,,,,,FALSE,,,,Johannes Leitgeb,,,,normalisiert,,,,
00779-03,Ingemann,Bernhard Severin,,m,Das Gespenst,Eine Erzählung,Erzählung,1860,,E,E,"Unterhaltungen am hÃ¤uslichen Herd, Bd. 5 / H. 3",Familienblatt,Gutzkow,0,1,TRUE,33-37,,,,,,,FALSE,,,,Johannes Leitgeb,,,,normalisiert,,,,
00780-00,Riehl,Wilhelm Heinrich,,m,Novelle und Sonate,Ein Vortrag,Vortrag,1876,,0X_Vortrag,0X,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 47 / 1876,Familienblatt,,1,0,TRUE,745-752,,,,,,,FALSE,,,,Johannes Leitgeb,,,,normalisiert,,,,
00780-01,Riehl,Wilhelm Heinrich,,m,Novelle und Sonate,Ein Vortrag,Vortrag,1876,,0X_Vortrag,0X,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 47 / 1876,Familienblatt,,1,0,TRUE,745-752,,,,,,,FALSE,,,,Johannes Leitgeb,,,,normalisiert,,,,
00780-02,Riehl,Wilhelm Heinrich,,m,Novelle und Sonate,Ein Vortrag,Vortrag,1876,,0X_Vortrag,0X,Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 48 / 1876,Familienblatt,,1,0,TRUE,762-766,,,,,,,FALSE,,,,Johannes Leitgeb,,,,normalisiert,,,,
00781-00,W.,A.,,,Die Petersinsel,,,1802,,0,0,Taschenbuch der Liebe und Freundschaft gewidmet für das Jahr 1803,Taschenbuch,,0,,FALSE,201-208,,,,,,,FALSE,,,,Johannes Leitgeb,,,,niedrig_original,,,,
00782-00,W.,A.,,,Unterhaltungen,,,1802,,0,0,Taschenbuch der Liebe und Freundschaft gewidmet für das Jahr 1803,Taschenbuch,,0,,FALSE,47-61,,,,,,,FALSE,,,,Johannes Leitgeb,,,,niedrig_original,,,,
00783-00,Bouterweck,Friedrich Ludewig,,m,Die Dichter der Liebe,,,1802,,0,0,Taschenbuch der Liebe und Freundschaft gewidmet für das Jahr 1803,Taschenbuch,,0,,FALSE,69-86,,,,,,,FALSE,,,,Johannes Leitgeb,,,,normalisiert,,,,
00784-00,Fouqué,Friedrich de la Motte,,m,Die Geschichte von den drei Bildern,,,1815,,0,0,Taschenbuch der Liebe und Freundschaft gewidmet für das Jahr 1816,Taschenbuch,,0,,FALSE,S. 7-36,,,,,,,FALSE,,,,Johannes Leitgeb,,,,normalisiert,,,,
00785-00,Herder,Johann Gottfried,,m,"Kalligenia, die Mutter der Schönheit",Ein Traum,Ein Traum,1802,,0,0,Taschenbuch der Liebe und Freundschaft gewidmet für das Jahr 1803,Taschenbuch,,1,,FALSE,31-40,"Herders sämmtliche Werke, Bd. 24",1886,,,,,FALSE,,,,Johannes Leitgeb,,,,normalisiert,,,,
00786-00,o.N,o.N.,,m,Abentheuerliche Briefe vom Verfasser des Fernando,,,1802,,0,0,Taschenbuch der Liebe und Freundschaft gewidmet für das Jahr 1803,Taschenbuch,,0,,FALSE,145-160,,,,,,,FALSE,,,,Johannes Leitgeb,,,,niedrig_original,,,,
00787-00,Schütze,Stephan,,m,Die frühe Liebschaft,Eine kleine Geschichte mit zwölf Kupfern,,1815,,0,0,Taschenbuch der Liebe und Freundschaft gewidmet für das Jahr 1816,Taschenbuch,,0,,FALSE,o.S.,,,,,,,FALSE,,,,Johannes Leitgeb,,,,niedrig_original,,,,
00788-00,Schütze,Stephan,,m,Schwarzburg und Weißenstein,Ein Mährchen,Ein Mährchen,1815,,M,M,Taschenbuch der Liebe und Freundschaft gewidmet für das Jahr 1816,Taschenbuch,,0,,FALSE,245-306,,,,,,,FALSE,,,,Johannes Leitgeb,,,,niedrig_original,,,,
00789-00,Starke,G. W. C.,,,Die Entsagung,Ein häusliches Gemählde,Ein häusliches Gemählde,1801,,0E_unbekannt,0,Taschenbuch der Liebe und Freundschaft gewidmet für das Jahr 1802,Taschenbuch,,0,,FALSE,S. 1-15,,,,,,,FALSE,,,,Johannes Leitgeb,,,,niedrig_original,,,,
00790-00,Ahlefeld,Charlotte von,,f,Liebe und kindliche Pflicht,Eine Erzählung,Eine Erzählung,1815,,E,E,Taschenbuch der Liebe und Freundschaft gewidmet für das Jahr 1816,Taschenbuch,,0,,FALSE,207-232,,,,,,,FALSE,,,,Johannes Leitgeb,,,,normalisiert,,,,
00791-00,Salice-Contessa,Karl Wilhelm,,m,Vergieb uns unsere Schuld,Erzählung,Erzählung,1815,,E,E,Taschenbuch der Liebe und Freundschaft gewidmet für das Jahr 1816,Taschenbuch,,0,,FALSE,115-198,,,,,,,FALSE,,,,Johannes Leitgeb,,,,niedrig_original,,,,
00792-00,Kind,Friedrich,,m,Arno,Erzählung,Erzählung,1815,,E,E,Taschenbuch der Liebe und Freundschaft gewidmet für das Jahr 1816,Taschenbuch,,0,,FALSE,55-106,,,,,,,FALSE,,,,Johannes Leitgeb,,,,normalisiert,,,,
00793-00,Bernhardi-Tieck,Sophie,,f,Die Liebes-Genesung,Eine Erzählung,Eine Erzählung,1802,,E,E,Taschenbuch der Liebe und Freundschaft gewidmet für das Jahr 1803,Taschenbuch,,0,,FALSE,S. 7-30,,,,,,,FALSE,,,,Johannes Leitgeb,,,,normalisiert,,,,
00794-00,Bechstein,Ludwig,,m,Die Stute des Mohabiten,,,1840,,0,0,Taschenbuch der Liebe und Freundschaft gewidmet für das Jahr 1841,Taschenbuch,,0,,FALSE,265-312,,,,,,,FALSE,,,,Johannes Leitgeb,,,,niedrig_original,,,,
00795-00,Herringen,Gustav von,,m,Die Leibeigenen,Novelle,Novelle,1840,,N,N,Taschenbuch der Liebe und Freundschaft gewidmet für das Jahr 1841,Taschenbuch,,0,,FALSE,1-100,,,,,,,FALSE,,,,Johannes Leitgeb,,,,niedrig_original,,,,
00796-00,Storch,Ludwig,,m,Der Schutzgeist,Novelle,Novelle,1840,,N,N,Taschenbuch der Liebe und Freundschaft gewidmet für das Jahr 1841,Taschenbuch,,0,,FALSE,120-248,,,,,,,FALSE,,,,Johannes Leitgeb,,,,niedrig_original,,,,
00797-00,Zedelius,Marie,F. L. Reimar,f,Doctor Reinhard,,,1870,,E_N_Rubrik,0E,Die Gartenlaube,Familienblatt,Ernst Keil,0,,TRUE,,,,,,,,FALSE,,,,Martin Ruhl,,,,,,,,
00797-01,Zedelius,Marie,F. L. Reimar,f,Doctor Reinhard,,,1870,,E_N_Rubrik,0E,Die Gartenlaube,Familienblatt,Ernst Keil,0,1,TRUE,S. 1-4,,,,,,,FALSE,,,,Martin Ruhl,,,,,,,,
00797-02,Zedelius,Marie,F. L. Reimar,f,Doctor Reinhard,,,1870,,E_N_Rubrik,0E,Die Gartenlaube,Familienblatt,Ernst Keil,0,1,TRUE,17-21,,,,,,,FALSE,,,,Martin Ruhl,,,,,,,,
00797-03,Zedelius,Marie,F. L. Reimar,f,Doctor Reinhard,,,1870,,E_N_Rubrik,0E,Die Gartenlaube,Familienblatt,Ernst Keil,0,0,TRUE,44-48,,,,,,,FALSE,,,,Martin Ruhl,,,,,,,,
00797-04,Zedelius,Marie,F. L. Reimar,f,Doctor Reinhard,,,1870,,E_N_Rubrik,0E,Die Gartenlaube,Familienblatt,Ernst Keil,0,0,TRUE,57-59,,,,,,,FALSE,,,,Martin Ruhl,,,,,,,,
00798-00,Schmid,Hermann von,Herman Schmid,m,Der Bergwirth,Geschichte aus den bairischen Bergen,,1870,,E_N_Rubrik,0E,Die Gartenlaube,Familienblatt,Ernst Keil,2,,TRUE,,Der Bergwirth. Geschichte aus den bairischen Bergen,1874,Geschichte aus den bairischen Bergen,Der Bergwirt. Ein Alpen-Roman aus der Frühzeit deutschen Bahnbaues,1927,R,FALSE,,,,Martin Ruhl,,,,,,,,
00798-01,Schmid,Hermann von,Herman Schmid,m,Der Bergwirth,Geschichte aus den bairischen Bergen,,1870,,E_N_Rubrik,0E,Die Gartenlaube,Familienblatt,Ernst Keil,2,1,TRUE,353-358,Der Bergwirth. Geschichte aus den bairischen Bergen,1874,Geschichte aus den bairischen Bergen,Der Bergwirt. Ein Alpen-Roman aus der Frühzeit deutschen Bahnbaues,1927,R,FALSE,,,,Martin Ruhl,,,,,,,,
00798-02,Schmid,Hermann von,Herman Schmid,m,Der Bergwirth,Geschichte aus den bairischen Bergen,,1870,,E_N_Rubrik,0E,Die Gartenlaube,Familienblatt,Ernst Keil,2,1,TRUE,369-372,Der Bergwirth. Geschichte aus den bairischen Bergen,1874,Geschichte aus den bairischen Bergen,Der Bergwirt. Ein Alpen-Roman aus der Frühzeit deutschen Bahnbaues,1927,R,FALSE,,,,Martin Ruhl,,,,,,,,
00798-03,Schmid,Hermann von,Herman Schmid,m,Der Bergwirth,Geschichte aus den bairischen Bergen,,1870,,E_N_Rubrik,0E,Die Gartenlaube,Familienblatt,Ernst Keil,2,1,TRUE,385-388 ,Der Bergwirth. Geschichte aus den bairischen Bergen,1874,Geschichte aus den bairischen Bergen,Der Bergwirt. Ein Alpen-Roman aus der Frühzeit deutschen Bahnbaues,1927,R,FALSE,,,,Martin Ruhl,,,,,,,,
00798-04,Schmid,Hermann von,Herman Schmid,m,Der Bergwirth,Geschichte aus den bairischen Bergen,,1870,,E_N_Rubrik,0E,Die Gartenlaube,Familienblatt,Ernst Keil,2,1,TRUE,401-404 ,Der Bergwirth. Geschichte aus den bairischen Bergen,1874,Geschichte aus den bairischen Bergen,Der Bergwirt. Ein Alpen-Roman aus der Frühzeit deutschen Bahnbaues,1927,R,FALSE,,,,Martin Ruhl,,,,,,,,
00798-05,Schmid,Hermann von,Herman Schmid,m,Der Bergwirth,Geschichte aus den bairischen Bergen,,1870,,E_N_Rubrik,0E,Die Gartenlaube,Familienblatt,Ernst Keil,2,0,TRUE,430-432 ,Der Bergwirth. Geschichte aus den bairischen Bergen,1874,Geschichte aus den bairischen Bergen,Der Bergwirt. Ein Alpen-Roman aus der Frühzeit deutschen Bahnbaues,1927,R,FALSE,,,,Martin Ruhl,,,,,,,,
00798-06,Schmid,Hermann von,Herman Schmid,m,Der Bergwirth,Geschichte aus den bairischen Bergen,,1870,,E_N_Rubrik,0E,Die Gartenlaube,Familienblatt,Ernst Keil,2,0,TRUE,446-448 ,Der Bergwirth. Geschichte aus den bairischen Bergen,1874,Geschichte aus den bairischen Bergen,Der Bergwirt. Ein Alpen-Roman aus der Frühzeit deutschen Bahnbaues,1927,R,FALSE,,,,Martin Ruhl,,,,,,,,
00798-07,Schmid,Hermann von,Herman Schmid,m,Der Bergwirth,Geschichte aus den bairischen Bergen,,1870,,E_N_Rubrik,0E,Die Gartenlaube,Familienblatt,Ernst Keil,2,0,TRUE,462-464 ,Der Bergwirth. Geschichte aus den bairischen Bergen,1874,Geschichte aus den bairischen Bergen,Der Bergwirt. Ein Alpen-Roman aus der Frühzeit deutschen Bahnbaues,1927,R,FALSE,,,,Martin Ruhl,,,,,,,,
00798-08,Schmid,Hermann von,Herman Schmid,m,Der Bergwirth,Geschichte aus den bairischen Bergen,,1870,,E_N_Rubrik,0E,Die Gartenlaube,Familienblatt,Ernst Keil,2,0,TRUE,478-480 ,Der Bergwirth. Geschichte aus den bairischen Bergen,1874,Geschichte aus den bairischen Bergen,Der Bergwirt. Ein Alpen-Roman aus der Frühzeit deutschen Bahnbaues,1927,R,FALSE,,,,Martin Ruhl,,,,,,,,
00798-09,Schmid,Hermann von,Herman Schmid,m,Der Bergwirth,Geschichte aus den bairischen Bergen,,1870,,E_N_Rubrik,0E,Die Gartenlaube,Familienblatt,Ernst Keil,2,0,TRUE,494-496 ,Der Bergwirth. Geschichte aus den bairischen Bergen,1874,Geschichte aus den bairischen Bergen,Der Bergwirt. Ein Alpen-Roman aus der Frühzeit deutschen Bahnbaues,1927,R,FALSE,,,,Martin Ruhl,,,,,,,,
00799-00,Sacher-Masoch,Leopold von,Sacher Masoch,m,Ein Damen-Duell,,,1870,,E_N_Rubrik,0E,Die Gartenlaube,Familienblatt,Ernst Keil,1,,TRUE,,Ein Damen-Duell. Lustspiel in drei Aufzügen von Sacher-Masoch und Gustav Kaegeler,1893,Lustspiel,,,,FALSE,,,,Martin Ruhl,,,,,,,,
00799-01,Sacher-Masoch,Leopold von,Sacher Masoch,m,Ein Damen-Duell,,,1870,,E_N_Rubrik,0E,Die Gartenlaube,Familienblatt,Ernst Keil,1,1,TRUE,649-652,Ein Damen-Duell. Lustspiel in drei Aufzügen von Sacher-Masoch und Gustav Kaegeler,1893,Lustspiel,,,,FALSE,,,,Martin Ruhl,,,,,,,,
