Dokument_ID	Nachname	Vorname	Pseudonym	Gender	Titel	Untertitel_im_Text	Untertitel_im_Inhaltsverzeichnis	Jahr_ED	entstanden	Gattungslabel_ED	Gattungslabel_ED_normalisiert	Medium_ED	Medientyp_ED	Hg.	Kanon_Status	Nummer im Heft (ab 00797: 1 erste Position. 0 nicht erste Position)	seriell	Seiten	Medium_Zweitdruck	Jahr_Zweitdruck	Label_Zweitdruck	Medium_Drittdruck	Jahr_Drittdruck	Label_Drittdruck	in_Deutscher_Novellenschatz_(Heyse)	in_Pantheon	in_RUB_Sammlung	in_B-v-Wiese	Verantwortlich_Erfassung	falls andere Quelle	Herkunft_Prätext_lt_Paratext	Wahrheitsbeglaubigung_lt_Paratext	Bearbeitungsqualität	ist_spätere_Fassung_von	UrhGeschBis	falls_Episode_als_Ganztext_erfasst	Kontrafaktizität_annotiert
01309-02	Niese	Charlotte		f	Die braune Marenz			1895		Erzählung	E	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	623-627							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_braune_Marenz							
01309-03	Niese	Charlotte		f	Die braune Marenz			1895		Erzählung	E	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	639-643							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_braune_Marenz							
01309-04	Niese	Charlotte		f	Die braune Marenz			1895		Erzählung	E	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	660-664							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_braune_Marenz							
01309-05	Niese	Charlotte		f	Die braune Marenz			1895		Erzählung	E	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft36-39, S.607–611, 623-627, 639-643, 660-664							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_braune_Marenz							
01309-06	Niese	Charlotte		f	Die braune Marenz			1895		Erzählung	E	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft36-39, S.607–611, 623-627, 639-643, 660-664							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_braune_Marenz							
01309-07	Niese	Charlotte		f	Die braune Marenz			1895		Erzählung	E	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft36-39, S.607–611, 623-627, 639-643, 660-664							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_braune_Marenz							
01309-08	Niese	Charlotte		f	Die braune Marenz			1895		Erzählung	E	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft36-39, S.607–611, 623-627, 639-643, 660-664							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_braune_Marenz							
01310-00	Bernhard	Marie		f	Buen Retiro			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0	1	TRUE	Heft1–7, S.1–7, 22–27, 37–42, 53–58, 69–75, 85–88, 101–107							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Buen_Retiro							
01310-01	Bernhard	Marie		f	Buen Retiro			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0	1	TRUE	1–7							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Buen_Retiro							
01310-02	Bernhard	Marie		f	Buen Retiro			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0	1	TRUE	22–27							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Buen_Retiro							
01310-03	Bernhard	Marie		f	Buen Retiro			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0	1	TRUE	37–42							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Buen_Retiro							
01310-04	Bernhard	Marie		f	Buen Retiro			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0	1	TRUE	53–58							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Buen_Retiro							
01310-05	Bernhard	Marie		f	Buen Retiro			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0	1	TRUE	69–75							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Buen_Retiro							
01310-06	Bernhard	Marie		f	Buen Retiro			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0	1	TRUE	85–88							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Buen_Retiro							
01310-07	Bernhard	Marie		f	Buen Retiro			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0	1	TRUE	101–107							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Buen_Retiro							
01310-08	Bernhard	Marie		f	Buen Retiro			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0	1	TRUE	Heft1–7, S.1–7, 22–27, 37–42, 53–58, 69–75, 85–88, 101–107							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Buen_Retiro							
01310-09	Bernhard	Marie		f	Buen Retiro			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0	1	TRUE	Heft1–7, S.1–7, 22–27, 37–42, 53–58, 69–75, 85–88, 101–107							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Buen_Retiro							
01310-10	Bernhard	Marie		f	Buen Retiro			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0	1	TRUE	Heft1–7, S.1–7, 22–27, 37–42, 53–58, 69–75, 85–88, 101–107							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Buen_Retiro							
01310-11	Bernhard	Marie		f	Buen Retiro			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0	1	TRUE	Heft1–7, S.1–7, 22–27, 37–42, 53–58, 69–75, 85–88, 101–107							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Buen_Retiro							
01310-12	Bernhard	Marie		f	Buen Retiro			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0	1	TRUE	Heft1–7, S.1–7, 22–27, 37–42, 53–58, 69–75, 85–88, 101–107							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Buen_Retiro							
01310-13	Bernhard	Marie		f	Buen Retiro			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0	1	TRUE	Heft1–7, S.1–7, 22–27, 37–42, 53–58, 69–75, 85–88, 101–107							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Buen_Retiro							
01311-00	Arnold Bülow	Hans i.e. Babette von		m	Der Fähnrich als Erzieher			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft11–13, S.175–179, 188–192, 210–214							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Fähnrich_als_Erzieher							
01311-01	Arnold Bülow	Hans i.e. Babette von		m	Der Fähnrich als Erzieher			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	175–179							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Fähnrich_als_Erzieher							
01311-02	Arnold Bülow	Hans i.e. Babette von		m	Der Fähnrich als Erzieher			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	188–192							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Fähnrich_als_Erzieher							
01311-03	Arnold Bülow	Hans i.e. Babette von		m	Der Fähnrich als Erzieher			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	210–214							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Fähnrich_als_Erzieher							
01311-04	Arnold Bülow	Hans i.e. Babette von		m	Der Fähnrich als Erzieher			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft11–13, S.175–179, 188–192, 210–214							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Fähnrich_als_Erzieher							
01311-05	Arnold Bülow	Hans i.e. Babette von		m	Der Fähnrich als Erzieher			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft11–13, S.175–179, 188–192, 210–214							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Fähnrich_als_Erzieher							
01313-00	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft14–29, S.221–227, 241–247, 262–264, 277–280, 294–298, 309–312, 325–330, 341–344, 357–362, 373–378, 389–395, 409–412, 429–435, 460–466, 479–483, 494–498							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-01	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	221–227							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-02	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	241–247							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-03	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	262–264							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-04	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	277–280							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-05	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	294–298							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-06	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	309–312							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-07	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	325–330							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-08	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	341–344							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-09	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	357–362							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-10	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	373–378							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-11	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	389–395							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-12	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	409–412							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-13	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	429–435							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-14	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	460–466							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-15	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	479–483							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-16	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	494–498							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-17	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft14–29, S.221–227, 241–247, 262–264, 277–280, 294–298, 309–312, 325–330, 341–344, 357–362, 373–378, 389–395, 409–412, 429–435, 460–466, 479–483, 494–498							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-18	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft14–29, S.221–227, 241–247, 262–264, 277–280, 294–298, 309–312, 325–330, 341–344, 357–362, 373–378, 389–395, 409–412, 429–435, 460–466, 479–483, 494–498							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-19	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft14–29, S.221–227, 241–247, 262–264, 277–280, 294–298, 309–312, 325–330, 341–344, 357–362, 373–378, 389–395, 409–412, 429–435, 460–466, 479–483, 494–498							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-20	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft14–29, S.221–227, 241–247, 262–264, 277–280, 294–298, 309–312, 325–330, 341–344, 357–362, 373–378, 389–395, 409–412, 429–435, 460–466, 479–483, 494–498							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-21	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft14–29, S.221–227, 241–247, 262–264, 277–280, 294–298, 309–312, 325–330, 341–344, 357–362, 373–378, 389–395, 409–412, 429–435, 460–466, 479–483, 494–498							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-22	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft14–29, S.221–227, 241–247, 262–264, 277–280, 294–298, 309–312, 325–330, 341–344, 357–362, 373–378, 389–395, 409–412, 429–435, 460–466, 479–483, 494–498							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-23	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft14–29, S.221–227, 241–247, 262–264, 277–280, 294–298, 309–312, 325–330, 341–344, 357–362, 373–378, 389–395, 409–412, 429–435, 460–466, 479–483, 494–498							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-24	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft14–29, S.221–227, 241–247, 262–264, 277–280, 294–298, 309–312, 325–330, 341–344, 357–362, 373–378, 389–395, 409–412, 429–435, 460–466, 479–483, 494–498							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-25	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft14–29, S.221–227, 241–247, 262–264, 277–280, 294–298, 309–312, 325–330, 341–344, 357–362, 373–378, 389–395, 409–412, 429–435, 460–466, 479–483, 494–498							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-26	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft14–29, S.221–227, 241–247, 262–264, 277–280, 294–298, 309–312, 325–330, 341–344, 357–362, 373–378, 389–395, 409–412, 429–435, 460–466, 479–483, 494–498							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01313-27	Heimburg	W.		f	Haus Beetzen			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft14–29, S.221–227, 241–247, 262–264, 277–280, 294–298, 309–312, 325–330, 341–344, 357–362, 373–378, 389–395, 409–412, 429–435, 460–466, 479–483, 494–498							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Haus_Beetzen							
01314-00	Arnold	Hans		m	Karl Thiessens Brautfahrt			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft50–52, S.852–855, 868–872, 886–890							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Karl_Thiessens_Brautfahrt							
01314-01	Arnold	Hans		m	Karl Thiessens Brautfahrt			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	852–855							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Karl_Thiessens_Brautfahrt							
01314-02	Arnold	Hans		m	Karl Thiessens Brautfahrt			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	868–872							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Karl_Thiessens_Brautfahrt							
01314-03	Arnold	Hans		m	Karl Thiessens Brautfahrt			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	886–890							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Karl_Thiessens_Brautfahrt							
01314-04	Arnold	Hans		m	Karl Thiessens Brautfahrt			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft50–52, S.852–855, 868–872, 886–890							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Karl_Thiessens_Brautfahrt							
01314-05	Arnold	Hans		m	Karl Thiessens Brautfahrt			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft50–52, S.852–855, 868–872, 886–890							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Karl_Thiessens_Brautfahrt							
01314-06	Arnold	Hans		m	Karl Thiessens Brautfahrt			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft50–52, S.852–855, 868–872, 886–890							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Karl_Thiessens_Brautfahrt							
01315-00	Rosegger	Peter		m	Das Kreisstehen in der Christnacht			1895		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Adolf Kröner	2		FALSE	Heft49, S.829–830							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Kreisstehen_in_der_Christnacht							
01316-00	Leitgeb	Otto von		m	Schwester Brigitte			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft16–21, S.268–271, 288–291, 303–307, 319–323, 336–339, 352–355,							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Schwester_Brigitte							
01316-01	Leitgeb	Otto von		m	Schwester Brigitte			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	268–271							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Schwester_Brigitte							
01316-02	Leitgeb	Otto von		m	Schwester Brigitte			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	288–291							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Schwester_Brigitte							
01316-03	Leitgeb	Otto von		m	Schwester Brigitte			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	303–307							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Schwester_Brigitte							
01316-04	Leitgeb	Otto von		m	Schwester Brigitte			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	319–323							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Schwester_Brigitte							
01316-05	Leitgeb	Otto von		m	Schwester Brigitte			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	336–339							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Schwester_Brigitte							
01316-06	Leitgeb	Otto von		m	Schwester Brigitte			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	352–355							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Schwester_Brigitte							
01316-07	Leitgeb	Otto von		m	Schwester Brigitte			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Schwester_Brigitte							
01316-08	Leitgeb	Otto von		m	Schwester Brigitte			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft16–21, S.268–271, 288–291, 303–307, 319–323, 336–339, 352–355,							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Schwester_Brigitte							
01316-09	Leitgeb	Otto von		m	Schwester Brigitte			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft16–21, S.268–271, 288–291, 303–307, 319–323, 336–339, 352–355,							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Schwester_Brigitte							
01316-10	Leitgeb	Otto von		m	Schwester Brigitte			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft16–21, S.268–271, 288–291, 303–307, 319–323, 336–339, 352–355,							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Schwester_Brigitte							
01316-11	Leitgeb	Otto von		m	Schwester Brigitte			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft16–21, S.268–271, 288–291, 303–307, 319–323, 336–339, 352–355,							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Schwester_Brigitte							
01316-12	Leitgeb	Otto von		m	Schwester Brigitte			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft16–21, S.268–271, 288–291, 303–307, 319–323, 336–339, 352–355,							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Schwester_Brigitte							
01317-00	Torrund	Jassy			Um eine Kleinigkeit			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft1–4, S.12–16, 30–35, 46–51, 63–67							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Um_eine_Kleinigkeit							
01317-01	Torrund	Jassy			Um eine Kleinigkeit			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	12–16							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Um_eine_Kleinigkeit							
01317-02	Torrund	Jassy			Um eine Kleinigkeit			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	30–35							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Um_eine_Kleinigkeit							
01317-03	Torrund	Jassy			Um eine Kleinigkeit			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	46–51							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Um_eine_Kleinigkeit							
01317-04	Torrund	Jassy			Um eine Kleinigkeit			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	63–67							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Um_eine_Kleinigkeit							
01317-05	Torrund	Jassy			Um eine Kleinigkeit			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft1–4, S.12–16, 30–35, 46–51, 63–67							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Um_eine_Kleinigkeit							
01317-06	Torrund	Jassy			Um eine Kleinigkeit			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft1–4, S.12–16, 30–35, 46–51, 63–67							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Um_eine_Kleinigkeit							
01317-07	Torrund	Jassy			Um eine Kleinigkeit			1895		Novelle	N	Die Gartenlaube	Familienblatt	Adolf Kröner	0		TRUE	Heft1–4, S.12–16, 30–35, 46–51, 63–67							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Um_eine_Kleinigkeit							
